Id,predicted
0,5.621656
1,5.60412
2,5.744408
3,5.709336
4,4.797464
5,6.024984
6,5.376152
7,6.235416
8,5.95484
9,5.86716
10,5.86716
11,6.165272
12,5.95484
13,6.024984
14,5.621656
15,5.507672
16,6.077592
17,5.709336
18,5.674264
19,5.569048
20,5.376152
21,5.656728
22,5.989912
23,5.393688
24,5.498904
25,6.024984
26,4.236312
27,5.551512
28,6.007448
29,5.656728
30,5.533976
31,6.077592
32,5.446296
33,5.60412
34,5.200792
35,5.972376
36,6.077592
37,5.639192
38,5.358616
39,6.252952
40,6.112664
41,6.252952
42,5.937304
43,5.656728
44,5.937304
45,5.849624
46,5.551512
47,5.525208
48,6.112664
49,5.51644
50,4.779928
51,5.446296
52,5.419992
53,5.095576
54,5.884696
55,5.6918
56,5.183256
57,5.709336
58,5.621656
59,5.875928
60,5.551512
61,5.393688
62,5.639192
63,4.77116
64,5.446296
65,5.656728
66,5.156952
67,5.411224
68,6.024984
69,5.832088
70,4.99036
71,5.709336
72,6.252952
73,5.358616
74,5.533976
75,5.20956
76,5.29724
77,5.551512
78,5.586584
79,5.586584
80,5.674264
81,5.937304
82,5.832088
83,5.919768
84,6.147736
85,5.989912
86,5.884696
87,6.077592
88,6.024984
89,5.902232
90,5.744408
91,5.902232
92,5.376152
93,5.937304
94,5.586584
95,6.112664
96,5.016664
97,6.04252
98,5.919768
99,5.586584
100,5.726872
101,5.551512
102,5.367384
103,5.463832
104,5.569048
105,5.314776
106,5.446296
107,5.937304
108,5.463832
109,5.016664
110,5.86716
111,5.6918
112,5.884696
113,5.463832
114,5.279704
115,5.744408
116,5.709336
117,5.51644
118,5.937304
119,5.498904
120,5.86716
121,5.262168
122,6.147736
123,5.586584
124,5.709336
125,5.919768
126,5.498904
127,5.367384
128,5.095576
129,5.192024
130,5.937304
131,5.744408
132,5.814552
133,5.639192
134,5.674264
135,5.551512
136,5.481368
137,5.832088
138,5.674264
139,6.024984
140,5.20956
141,5.761944
142,6.007448
143,5.38492
144,5.989912
145,5.814552
146,5.551512
147,5.533976
148,5.972376
149,6.007448
150,6.007448
151,5.761944
152,5.60412
153,5.902232
154,6.007448
155,5.709336
156,6.147736
157,5.270936
158,4.955288
159,5.481368
160,5.761944
161,5.393688
162,5.919768
163,5.463832
164,6.024984
165,5.393688
166,4.850072
167,5.498904
168,5.95484
169,5.937304
170,5.989912
171,5.349848
172,5.533976
173,6.007448
174,5.393688
175,5.139416
176,6.007448
177,5.6918
178,5.533976
179,5.569048
180,5.376152
181,5.446296
182,6.04252
183,5.656728
184,5.551512
185,5.393688
186,5.902232
187,5.86716
188,5.77948
189,5.533976
190,5.761944
191,5.446296
192,5.455064
193,5.814552
194,6.095128
195,5.569048
196,5.235864
197,5.919768
198,5.551512
199,5.148184
200,5.306008
201,6.200344
202,5.884696
203,5.656728
204,5.849624
205,6.165272
206,5.726872
207,5.761944
208,5.726872
209,6.147736
210,6.024984
211,5.16572
212,5.709336
213,5.902232
214,5.586584
215,5.51644
216,5.726872
217,5.586584
218,5.411224
219,5.86716
220,5.972376
221,5.86716
222,5.42876
223,5.29724
224,6.007448
225,5.814552
226,4.85884
227,5.393688
228,5.77948
229,5.411224
230,5.621656
231,5.376152
232,5.884696
233,5.709336
234,5.989912
235,6.147736
236,5.797016
237,5.533976
238,5.446296
239,5.902232
240,4.972824
241,5.77948
242,5.6918
243,5.709336
244,5.104344
245,5.656728
246,5.919768
247,5.60412
248,5.621656
249,5.73564
250,5.498904
251,5.358616
252,5.551512
253,5.86716
254,5.498904
255,5.60412
256,5.814552
257,6.007448
258,5.60412
259,5.200792
260,6.060056
261,5.51644
262,6.252952
263,5.569048
264,5.797016
265,5.656728
266,5.639192
267,5.797016
268,6.095128
269,6.200344
270,6.095128
271,5.86716
272,5.586584
273,6.007448
274,5.551512
275,6.060056
276,5.34108
277,5.761944
