Id,predicted
0,5.830828146
1,5.568483373
2,5.510100717
3,4.960795891
4,5.814685354
5,5.350436813
6,5.170122772
7,5.867819769
8,5.437235551
9,6.282878834
10,5.769193626
11,5.987864561
12,6.002497943
13,5.576462157
14,5.620362305
15,5.785603813
16,4.845731946
17,5.696479333
18,5.574836226
19,5.376046916
20,5.255810165
21,5.250157123
22,5.665586637
23,5.509949843
24,5.794103919
25,5.390385287
26,5.685097814
27,5.425929468
28,5.968579694
29,5.783127198
30,5.660859716
31,5.753009749
32,5.608390762
33,5.678669525
34,5.212836138
35,5.824770305
36,5.79683446
37,5.608905348
38,5.52702549
39,5.945967528
40,5.843684723
41,6.979430135
42,5.628786973
43,5.708080428
44,5.723969294
45,5.477657525
46,5.650143656
47,5.105051165
48,5.935766054
49,5.262163017
50,5.61075759
51,5.232052303
52,5.602367272
53,5.00698743
54,5.772370052
55,5.691601539
56,5.444775184
57,5.545795771
58,5.643125344
59,5.920432861
60,5.856548036
61,5.666032522
62,5.69965576
63,5.709260475
64,5.627826502
65,5.708080428
66,5.346560576
67,5.469527869
68,5.943964413
69,5.830718358
70,4.804088839
71,5.367546811
72,5.652503749
73,5.660708843
74,5.455120796
75,5.391935782
76,4.709757202
77,5.529502106
78,5.304361797
79,5.613934016
80,5.763876682
81,5.873616948
82,5.254184233
83,5.867922821
84,5.401540497
85,5.920988534
86,5.807330945
87,5.638096677
88,5.740153171
89,5.581415388
90,6.0240055
91,5.814719705
92,5.376527152
93,5.291024983
94,5.432357757
95,5.493916839
96,6.064207899
97,5.947291712
98,5.848788828
99,5.475036772
100,5.646782006
101,5.466612103
102,5.687979228
103,5.307689096
104,5.723859506
105,5.48815401
106,5.426814502
107,5.624574639
108,5.546831679
109,5.642899034
110,6.116011394
111,5.577793077
112,5.680590468
113,5.417024563
114,5.474405663
115,6.086085904
116,5.594347402
117,4.874779136
118,5.432433193
119,5.56320078
120,5.466502316
121,5.612637447
122,5.778949214
123,5.328750767
124,5.594347402
125,5.963811687
126,5.250157123
127,5.135943862
128,5.00698743
129,5.245835001
130,6.283393421
131,6.000357425
132,5.707634543
133,5.575762346
134,5.240586759
135,5.49887007
136,5.419350305
137,5.879969801
138,5.454825784
139,5.8564726
140,5.477657525
141,5.772294615
142,5.793582597
143,5.519931742
144,5.658383101
145,5.783312422
146,5.642384448
147,5.446140455
148,6.092253532
149,5.967324211
150,5.619696845
151,5.749208949
152,5.480833952
153,6.048058373
154,5.291690443
155,5.989565929
156,5.6989903
157,5.819117263
158,5.163358385
159,5.357791222
160,5.484236688
161,5.674827639
162,5.848788828
163,5.425854031
164,5.932109393
165,5.521777248
166,5.659082911
167,5.696403897
168,5.868073694
169,5.71399413
170,5.872066454
171,5.17318941
172,5.375676468
173,5.841358981
174,5.000668929
175,5.7689397
176,5.722123787
177,5.815083418
178,5.403090991
179,5.322247042
180,5.639873481
181,5.705199014
182,5.947291712
183,5.635510274
184,5.419199432
185,5.328524457
186,6.145497734
187,5.869548752
188,5.81493928
189,5.3739751
190,5.772294615
191,5.459737929
192,5.502821744
193,5.626715157
194,5.960450037
195,6.077030126
196,5.683471882
197,6.530590224
198,5.82432442
199,5.587253654
200,5.498684846
201,6.237977129
202,5.361118522
203,5.337655672
204,5.373460513
205,6.241125939
206,5.324833445
207,5.730548456
208,5.578904422
209,5.610826291
210,6.208092725
211,5.446915702
212,6.060366013
213,5.916405751
214,5.797650793
215,5.29623214
216,5.644675839
217,5.838443216
218,5.273805198
219,5.769193626
220,5.704307244
221,5.485862619
222,5.889286239
223,5.551448812
224,5.521482236
225,6.071082073
226,5.609831469
227,5.284521257
228,5.215312753
229,5.397293812
230,4.538416767
231,5.337690023
232,5.47651183
233,5.484236688
234,6.155253322
235,5.879379777
236,6.229668983
237,5.820997121
238,5.592796908
239,5.380554262
240,5.514093476
241,5.556031595
242,5.764096257
243,5.241252219
244,5.356240728
245,5.421051673
246,5.408044222
247,5.558652348
248,5.790961843
249,6.211118278
250,5.536040182
251,5.660708843
252,5.621878449
253,5.53774155
254,5.608020313
255,5.498019386
256,5.483941676
257,6.177275465
258,5.775553213
259,5.304361797
260,6.212963784
261,6.391809502
262,5.711037279
263,5.650809116
264,5.659309221
265,5.830457697
266,5.577861778
267,6.019717729
268,5.871174684
269,6.372154187
270,6.261741726
271,5.966988113
272,5.581415388
273,6.238759111
274,5.570109305
275,5.067476254
276,5.234748493
277,5.775148414
278,5.214942305
279,5.725670662
280,5.769269063
281,5.43228232
282,5.600775691
283,5.628121513
284,6.063988324
285,5.39004919
286,5.467867586
287,5.849564075
288,5.600851128
289,5.595088299
290,5.730548456
291,5.711627302
292,5.638947361
293,5.404202336
294,6.108403059
295,6.309559196
296,5.393486276
297,5.640573292
298,5.396738139
299,5.150872256
300,5.189373288
301,5.873692385
302,5.30118537
303,5.495618207
304,5.46376504
305,5.483941676
306,6.246298745
307,5.492366345
308,5.640312631
309,5.708300003
310,5.356316164
311,6.132195271
312,5.383730688
313,5.689385585
314,5.938983566
315,6.300537769
316,5.586217745
317,5.545685983
318,5.117468593
319,5.150872256
320,5.968428821
321,5.595088299
322,5.843911033
323,5.888469906
324,5.338355482
325,5.438710609
326,6.035016571
327,5.409670154
328,5.675191352
329,6.002278368
330,5.477732962
331,6.211118278
