Id,predicted
0,5.603376764
1,5.72212274
2,5.626473266
3,6.007639146
4,5.831537994
5,5.639519615
6,5.606345165
7,5.609315588
8,5.70369463
9,5.647432919
10,5.660618029
11,5.711210209
12,5.749745843
13,5.717278551
14,5.541143309
15,5.580132261
16,6.207022927
17,5.674754895
18,5.705868516
19,5.130223529
20,5.65302643
21,5.651564826
22,5.696800948
23,5.668522091
24,5.679321564
25,5.657783264
26,5.674550364
27,5.680116078
28,5.612798959
29,5.696057838
30,5.595841694
31,5.648746522
32,5.658552075
33,5.652518677
34,5.684278811
35,5.63970978
36,5.643998929
37,5.242745943
38,5.609445106
39,5.728590901
40,5.776071804
41,5.653660599
42,5.584083245
43,5.587775265
44,5.565757944
45,5.733429966
46,5.659596312
47,5.752716185
48,5.739514768
49,5.596210687
50,5.668484045
51,5.630108756
52,5.674837126
53,5.735966633
54,5.586205727
55,5.587758804
56,5.7519855
57,5.745352877
58,5.817222299
59,5.715761425
60,5.587798872
61,5.612700268
62,5.577836075
63,5.639724146
64,5.458916396
65,5.587775265
66,5.746941905
67,5.639698443
68,5.69339266
69,5.615421975
70,5.614196735
71,4.997916305
72,5.64283643
73,5.586887183
74,5.891309713
75,5.599430905
76,5.555643963
77,5.621293005
78,5.664077721
79,5.688635826
80,5.616735577
81,5.50643636
82,5.623393903
83,5.600998347
84,5.597456424
85,5.622588052
86,5.585002153
87,5.486461385
88,5.733112378
89,5.71606364
90,5.770827796
91,5.588118555
92,5.653313191
93,5.752789256
94,5.700972922
95,5.665769557
96,5.62282038
97,5.614018995
98,5.722721965
99,5.593965906
100,5.549811059
101,5.726166204
102,5.58118271
103,5.607062572
104,5.690455086
105,5.666365676
106,5.606892985
107,5.597989879
108,5.500484106
109,5.559468611
110,5.8000091
111,5.735521621
112,5.529058031
113,5.557952573
114,5.685093903
115,5.791679516
116,5.470275026
117,5.761072559
118,5.61019031
119,5.429727873
120,5.699968754
121,5.669464606
122,5.697195642
123,5.594924881
124,5.478179088
125,5.671695022
126,5.641815801
127,5.586470904
128,5.735966633
129,5.774985405
130,5.500636297
131,5.725018151
132,5.552170993
133,5.612470035
134,5.701501253
135,5.550048511
136,5.269419312
137,5.703541504
138,5.606041943
139,5.563591276
140,5.636099991
141,5.700312044
142,5.613602715
143,5.600424825
144,5.628042803
145,5.692152047
146,5.697277873
147,5.608067828
148,5.748608039
149,5.615372665
150,5.627180424
151,5.691408938
152,5.597226192
153,5.577441381
154,5.655870436
155,5.729098653
156,5.704126363
157,5.578656291
158,5.63878163
159,5.122019275
160,5.676630684
161,5.845290414
162,5.722721965
163,5.553374567
164,5.66682513
165,5.600589287
166,5.570406844
167,5.735044696
168,5.76988528
169,5.630231056
170,5.838894235
171,5.73127254
172,5.658387613
173,5.756030051
174,5.671638493
175,4.720142448
176,5.702361537
177,5.738643148
178,5.549350594
179,5.668491264
180,5.571186992
181,5.629114837
182,5.614018995
183,5.691414062
184,5.694842928
185,5.525890224
186,5.714505439
187,5.776174613
188,5.567659435
189,5.562442136
190,5.700312044
191,5.610216012
192,5.59498141
193,5.638356109
194,5.719375331
195,5.636273695
196,5.752225981
197,5.670736046
