Id,predicted
0,5.930468942
1,5.376639727
2,5.388976503
3,5.300899284
4,5.279156776
5,5.964760621
6,5.137279092
7,5.825890467
8,6.653081408
9,6.388941164
10,5.450758619
11,5.87940987
12,6.066430798
13,5.802823821
14,5.952537721
15,5.988226114
16,5.590763974
17,5.463361531
18,5.693903441
19,5.261955067
20,5.258421378
21,5.46132059
22,6.415708685
23,5.122657985
24,5.751222669
25,5.548979413
26,4.662600607
27,5.491012048
28,5.92650193
29,5.52609531
30,5.653908329
31,5.649233328
32,5.635730787
33,5.159386255
34,4.989239771
35,6.216038642
36,6.039457989
37,5.293322098
38,5.106186299
39,6.578247418
40,5.649081068
41,6.868157317
42,5.777480382
43,5.313380501
44,6.063186703
45,5.729017268
46,5.18132552
47,5.172328162
48,6.165177039
49,5.290009335
50,4.973582413
51,5.280520722
52,5.171398963
53,4.811422649
54,5.936134984
55,5.38535922
56,5.269600208
57,5.427296041
58,5.950435932
59,6.394504065
60,5.204780279
61,5.668704442
62,5.56660805
63,4.816401293
64,5.777365511
65,5.313380501
66,4.991185389
67,5.793090823
68,5.27043899
69,6.29455858
70,4.7405125
71,5.38965421
72,6.018729698
73,5.300510459
74,5.683668453
75,5.390281804
76,4.995640458
77,5.927811141
78,5.297061075
79,5.956368111
80,5.702836042
81,6.027121213
82,5.330294041
83,5.842498774
84,5.639996207
85,6.555767068
86,6.154104265
87,6.002867052
88,5.835736628
89,5.615695842
90,5.973525324
91,6.157873807
92,5.133600962
93,5.647930942
94,5.264148268
95,5.749921278
96,4.995998007
97,6.062014114
98,6.146070298
99,5.204628019
100,5.451032575
101,5.751161822
102,5.084090864
103,5.202366151
104,5.714327212
105,5.054917034
106,5.217847791
107,5.777480382
108,5.208671517
109,4.797995717
110,6.773385907
111,5.702402008
112,5.512662431
113,5.046734717
114,5.247817113
115,6.74843333
116,5.523407227
117,5.462455078
118,5.775378593
119,5.884975686
120,5.722993677
121,5.099785611
122,6.031271762
123,5.46898137
124,5.49049442
125,5.918307884
126,5.300952312
127,5.259689289
128,4.816820542
129,5.149291799
130,6.33680774
131,5.941137964
132,5.506136139
133,5.334116612
134,5.370555288
135,5.178698285
136,5.188460853
137,5.969108639
138,5.858992923
139,6.389474431
140,5.343707372
141,5.262145711
142,6.010002385
143,5.335064364
144,5.560166063
145,6.347682051
146,5.4404244
147,5.425095021
148,6.154416604
149,6.536081851
150,5.833543427
151,6.057833
152,5.569912992
153,6.219495844
154,5.994429333
155,6.347087937
156,5.745039994
157,5.537418581
158,4.879146801
159,5.115804426
160,5.607562643
161,5.896466856
162,6.146070298
163,5.134964196
164,6.456350939
165,5.044412002
166,4.659722874
167,5.229872227
168,5.935830464
169,6.055830443
170,6.002554713
