Id,SalePrice
0,123644.9598
1,217476.1163
2,166842.8959
3,186881.5581
4,197643.2482
5,225380.6356
6,207259.7657
7,52676.49806
8,178419.2575
9,96351.86555
10,154663.0004
11,101158.0029
12,121875.3295
13,196199.1076
14,103443.7345
15,133180.688
16,111575.7487
17,217118.9366
18,131630.267
19,156714.598
20,73656.85292
21,135686.1581
22,100218.8346
23,228772.4396
24,125688.7425
25,172776.9193
26,175418.9967
27,117487.4822
28,109351.4563
29,104364.1918
30,6291.65277
31,223009.9039
32,85649.8213
33,297982.8462
34,113413.7689
35,204448.9724
36,137531.1262
37,230047.2595
38,135281.5016
39,-14741.22799
40,119416.6003
41,241224.4241
42,211900.34
43,247378.5712
44,121325.8355
45,245935.7553
46,87011.10912
47,240700.3918
48,287652.2814
49,224831.6225
50,111886.923
51,199503.1149
52,113346.4838
53,266691.8823
54,132702.2431
55,253021.5789
56,188445.284
57,199227.3876
58,124286.2813
59,111478.4084
60,207511.8592
61,279382.7841
62,167151.8013
63,156821.5598
64,145048.2425
65,178889.3408
66,103727.897
67,157970.1394
68,113534.777
69,327779.3901
70,77275.65028
71,116358.396
72,170724.2803
73,123131.2159
74,70727.52347
75,50223.98965
76,135382.2552
77,132982.7727
78,259663.3253
79,202882.2958
80,185870.4094
81,9599.936455
82,271945.206
83,173094.609
84,152569.248
85,131638.8949
86,255823.0396
87,96979.65791
88,219689.8625
89,146541.5988
90,365269.8899
91,147454.4591
92,63050.28403
93,287603.9529
94,119327.4476
95,359657.1665
96,220513.4988
97,125127.8069
98,363509.1078
99,207764.7746
100,180018.5394
101,174401.4442
102,123752.4237
103,140375.8523
104,229947.399
105,240887.1094
106,245545.2994
107,173608.3549
108,100098.0448
109,167810.0182
110,284365.6217
111,150501.5305
112,335954.8557
113,190899.5706
114,157705.9603
115,126571.6248
116,190554.0632
117,142170.2277
118,244653.1857
119,111282.8408
120,102020.3009
121,119107.8009
122,101208.5005
123,225159.3287
124,104650.2908
125,365245.5618
126,88043.69792
127,88055.36452
128,190242.9101
129,203940.2814
130,205992.6593
131,214509.4783
132,154711.116
133,214591.5911
134,128603.983
135,108133.9505
136,131184.556
137,248616.5101
138,269996.8353
139,146744.0566
140,131467.7989
141,177920.2153
142,106060.1669
143,106319.6091
144,314691.9258
145,153325.8617
146,165001.5259
147,129653.7642
148,381356.4219
149,179417.2511
150,132822.4011
151,153059.4289
152,192127.9978
153,241628.7984
154,137108.8364
155,286471.6377
156,204377.5255
157,141913.5955
158,213864.0101
159,87024.73451
160,266438.0188
161,151152.0167
162,56480.96365
163,277531.0103
164,117177.6447
165,42004.03562
166,207235.3772
167,167448.4327
168,229273.8808
169,109489.5852
170,243739.6364
171,276224.7534
172,102574.6326
173,85568.84093
174,307218.4182
175,121746.5554
176,175344.2355
177,99175.87596
178,96520.66154
179,192718.1754
180,123302.5276
181,154664.5136
182,292244.142
183,169970.4628
184,217870.5347
185,231894.768
186,135370.0937
187,133503.535
188,72952.55382
189,179382.7743
190,284498.1174
191,228991.3653
192,161458.0679
193,355836.6801
194,127273.097
195,199012.4379
196,183095.871
197,277826.293
198,126312.9803
199,207149.7381
