Id,SalePrice
0,"124,779"
1,"211,938"
2,"158,140"
3,"189,952"
4,"195,057"
5,"220,059"
6,"207,826"
7,"61,922"
8,"176,910"
9,"94,508"
10,"157,048"
11,"107,352"
12,"121,191"
13,"197,823"
14,"99,170"
15,"131,154"
16,"117,592"
17,"215,626"
18,"136,388"
19,"156,615"
20,"75,454"
21,"128,107"
22,"100,581"
23,"226,585"
24,"133,114"
25,"173,172"
26,"178,671"
27,"116,144"
28,"121,554"
29,"111,572"
30,"8,490"
31,"221,265"
32,"88,428"
33,"291,469"
34,"119,800"
35,"213,703"
36,"135,949"
37,"226,861"
38,"137,245"
39,"-10,092"
40,"120,832"
41,"231,505"
42,"207,423"
43,"248,756"
44,"119,991"
45,"246,921"
46,"90,080"
47,"234,013"
48,"289,324"
49,"218,130"
50,"112,517"
51,"192,907"
52,"117,407"
53,"267,377"
54,"144,344"
55,"248,941"
56,"185,562"
57,"214,383"
58,"124,452"
59,"116,274"
60,"196,130"
61,"266,265"
62,"161,421"
63,"161,619"
64,"143,949"
65,"187,077"
66,"107,454"
67,"157,859"
68,"116,394"
69,"334,871"
70,"81,456"
71,"115,210"
72,"167,281"
73,"132,447"
74,"76,963"
75,"60,314"
76,"134,945"
77,"135,781"
78,"247,657"
79,"207,517"
80,"183,242"
81,"7,676"
82,"243,469"
83,"162,668"
84,"147,965"
85,"133,468"
86,"250,809"
87,"93,850"
88,"228,989"
89,"149,785"
90,"358,606"
91,"157,661"
92,"60,445"
93,"283,509"
94,"114,090"
95,"343,533"
96,"196,198"
97,"123,481"
98,"355,242"
99,"215,481"
100,"184,280"
101,"168,658"
102,"123,829"
103,"136,743"
104,"225,656"
105,"234,523"
106,"240,707"
107,"175,264"
108,"97,061"
109,"166,834"
110,"277,074"
111,"147,102"
112,"331,536"
113,"195,085"
114,"155,994"
115,"134,967"
116,"189,612"
117,"137,120"
118,"234,897"
119,"110,983"
120,"99,517"
121,"117,521"
122,"103,511"
123,"231,225"
124,"111,944"
125,"359,139"
126,"90,105"
127,"89,430"
128,"183,973"
129,"202,719"
130,"205,405"
131,"212,301"
132,"158,635"
133,"205,844"
134,"128,516"
135,"107,172"
136,"131,970"
137,"232,512"
138,"267,811"
139,"150,904"
140,"131,470"
141,"180,551"
142,"110,841"
143,"108,480"
144,"303,938"
145,"150,124"
146,"167,007"
147,"127,411"
148,"365,919"
149,"173,599"
150,"140,242"
151,"157,812"
152,"199,254"
153,"238,516"
154,"138,508"
155,"283,408"
156,"205,784"
157,"146,347"
158,"212,795"
159,"89,880"
160,"263,815"
161,"144,585"
162,"57,471"
163,"269,915"
164,"110,006"
165,"44,569"
166,"207,621"
167,"179,085"
168,"225,615"
169,"110,440"
170,"241,197"
171,"270,428"
172,"105,067"
173,"92,025"
174,"299,447"
175,"118,985"
176,"175,435"
177,"109,147"
178,"100,018"
179,"195,814"
180,"123,531"
181,"155,958"
182,"295,424"
183,"165,240"
184,"229,524"
185,"223,818"
186,"133,903"
187,"132,302"
188,"79,381"
189,"162,951"
190,"274,544"
191,"231,513"
192,"155,159"
193,"343,951"
194,"125,461"
195,"199,085"
196,"185,620"
197,"276,732"
198,"128,897"
199,"205,776"
200,"195,527"
201,"223,756"
202,"124,920"
203,"118,780"
204,"177,193"
205,"314,601"
206,"188,395"
207,"105,086"
208,"181,515"
209,"225,832"
210,"170,687"
211,"191,842"
212,"191,482"
213,"204,687"
214,"95,463"
215,"282,406"
216,"67,872"
217,"155,569"
218,"148,373"
219,"220,938"
220,"220,080"
221,"123,734"
222,"229,995"
223,"101,334"
224,"109,757"
225,"251,814"
226,"131,294"
227,"131,879"
228,"141,476"
229,"172,817"
230,"175,422"
231,"182,327"
232,"208,654"
233,"202,082"
234,"196,575"
235,"133,471"
236,"222,624"
237,"275,759"
238,"128,084"
239,"334,248"
240,"193,990"
241,"227,843"
242,"158,634"
243,"28,008"
244,"145,372"
245,"311,730"
246,"169,940"
247,"166,548"
248,"175,919"
249,"255,841"
250,"89,778"
251,"145,870"
252,"380,421"
253,"220,671"
254,"319,340"
255,"129,106"
256,"170,208"
257,"310,357"
258,"169,410"
259,"104,561"
260,"97,249"
261,"148,897"
262,"159,614"
263,"184,750"
264,"110,712"
265,"271,395"
266,"275,998"
267,"326,881"
268,"172,295"
269,"170,818"
270,"107,409"
271,"128,072"
272,"220,527"
273,"190,316"
274,"40,486"
275,"97,154"
276,"82,584"
277,"277,060"
278,"88,168"
279,"212,964"
280,"171,865"
281,"183,452"
282,"162,794"
283,"133,101"
284,"68,068"
285,"169,672"
286,"168,968"
287,"136,652"
288,"167,547"
289,"87,293"
290,"109,423"
291,"130,964"
292,"171,486"
293,"144,704"
294,"132,171"
295,"278,397"
296,"107,891"
297,"127,973"
298,"146,810"
299,"213,683"
300,"102,861"
301,"194,377"
302,"180,021"
303,"132,277"
304,"205,887"
305,"278,583"
306,"303,825"
307,"121,595"
308,"199,286"
309,"142,526"
310,"144,751"
311,"211,683"
312,"209,374"
313,"99,707"
314,"118,202"
315,"141,484"
316,"157,826"
317,"219,912"
318,"48,378"
319,"194,082"
320,"149,198"
321,"158,881"
322,"157,051"
323,"59,724"
324,"157,155"
325,"234,544"
326,"129,419"
327,"244,607"
328,"149,198"
329,"202,187"
330,"67,861"
331,"265,792"
332,"113,069"
333,"39,403"
334,"132,173"
335,"119,502"
336,"208,921"
337,"17,677"
338,"140,196"
339,"136,069"
340,"155,060"
341,"195,810"
